latitude,longitude,altitude,intensity,x,y,z,level,x_rounded,y_rounded
45.90419282,11.02863235,226.4389,2.0,4357012.666529424,4496746.6985596465,1212158.2965111146,upper,217850633.0,224837335.0
45.90419195,11.02863229,226.0995,5.0,4357012.503879962,4496746.3940653205,1212158.225069502,upper,217850625.0,224837320.0
45.90419491,11.02863223,225.6837,3.0,4357011.9884586185,4496746.32696491,1212158.1390126075,upper,217850599.0,224837316.0
45.90419413,11.02863177,225.6301,3.0,4357012.019839758,4496746.236857944,1212158.0788140309,upper,217850601.0,224837312.0
45.90419082,11.02862968,225.6852,4.0,4357012.348028303,4496746.055755316,1212157.8624309613,upper,217850617.0,224837303.0
45.90418309,11.02862589,226.3872,9.0,4357013.489983372,4496746.02038171,1212157.585220406,upper,217850674.0,224837301.0
45.90417897,11.02862304,226.4367,4.0,4357013.889109549,4496745.78528578,1212157.285248312,upper,217850694.0,224837289.0
45.90417872,11.02862239,226.4095,4.0,4357013.899723916,4496745.756979494,1212157.2094706115,upper,217850695.0,224837288.0
45.90417865,11.0286237,226.1369,8.0,4357013.699739276,4496745.539588138,1212157.299556878,upper,217850685.0,224837277.0
45.90417845,11.02862518,225.8599,4.0,4357013.504448878,4496745.3066258235,1212157.4072593215,upper,217850675.0,224837265.0
45.90417861,11.02862238,226.1011,8.0,4357013.697864298,4496745.531371259,1212157.149388133,upper,217850685.0,224837277.0
45.90417802,11.02862199,226.067,6.0,4357013.726621542,4496745.468394661,1212157.100520213,upper,217850686.0,224837273.0
45.90417728,11.02861906,225.6501,4.0,4357013.543097664,4496745.162772343,1212156.7026400636,upper,217850677.0,224837258.0
45.90417275,11.02861553,225.6728,6.0,4357013.966110356,4496744.88794089,1212156.323709544,upper,217850698.0,224837244.0
45.90416728,11.02861627,225.7952,4.0,4357014.468115964,4496744.547014094,1212156.4274707558,upper,217850723.0,224837227.0
45.90416727,11.02861132,225.6645,4.0,4357014.45252179,4496744.529349369,1212155.8650171128,upper,217850723.0,224837226.0
45.90416577,11.02861102,225.5938,4.0,4357014.526375123,4496744.370004881,1212155.8189194847,upper,217850726.0,224837219.0
45.90424222,11.02844299,225.9332,4.0,4357011.232431319,4496752.976460597,1212137.639827582,upper,217850562.0,224837649.0
45.90424368,11.02844391,226.0092,4.0,4357011.156207525,4496753.127077079,1212137.7542560126,upper,217850558.0,224837656.0
45.90424639,11.0284456,225.9129,6.0,4357010.8528590845,4496753.239590016,1212137.9193276048,upper,217850543.0,224837662.0
45.90424705,11.0284464,225.9513,6.0,4357010.81550768,4496753.304690029,1212138.0135341766,upper,217850541.0,224837665.0
45.90425027,11.02844832,226.1224,3.0,4357010.651382563,4496753.640984307,1212138.254730887,upper,217850533.0,224837682.0
45.90425247,11.02845118,226.0365,3.0,4357010.37793546,4496753.704264878,1212138.5488258647,upper,217850519.0,224837685.0
45.90425025,11.02844177,226.0804,6.0,4357010.720715073,4496753.709399639,1212137.53552368,upper,217850536.0,224837685.0
45.90425063,11.02844147,226.0992,3.0,4357010.708149553,4496753.75610803,1212137.5065472508,upper,217850535.0,224837688.0
45.90425109,11.02844048,226.1186,3.0,4357010.699875482,4496753.819809073,1212137.402768162,upper,217850535.0,224837691.0
45.90425699,11.0284551,225.8836,3.0,4357009.861037263,4496753.880629394,1212138.9451945145,upper,217850493.0,224837694.0
45.90425509,11.0284511,226.5931,4.0,4357010.553650147,4496754.297072034,1212138.6466153692,upper,217850528.0,224837715.0
45.90425556,11.02845146,226.6193,4.0,4357010.529356852,4496754.345810518,1212138.6907146955,upper,217850526.0,224837717.0
45.90425936,11.02845586,226.0182,2.0,4357009.755774047,4496754.144185619,1212139.053460772,upper,217850488.0,224837707.0
45.90426015,11.02845742,226.0803,3.0,4357009.713216043,4496754.224327833,1212139.234718828,upper,217850486.0,224837711.0
45.90425619,11.02844761,226.6347,3.0,4357010.5471223295,4496754.463083871,1212138.275643054,upper,217850527.0,224837723.0
45.90425913,11.02844807,226.1372,2.0,4357009.969811535,4496754.328967782,1212138.2304180749,upper,217850498.0,224837716.0
45.90425869,11.02845348,226.5778,3.0,4357010.225615015,4496754.52387615,1212138.9020994136,upper,217850511.0,224837726.0
45.90426229,11.02845776,225.9956,4.0,4357009.48240472,4496754.322188942,1212139.2554318488,upper,217850474.0,224837716.0
45.90426342,11.0284598,225.887,3.0,4357009.289504851,4496754.30056244,1212139.4561520566,upper,217850464.0,224837715.0
45.90425976,11.02845297,226.6339,3.0,4357010.187464586,4496754.652539799,1212138.8574573845,upper,217850509.0,224837733.0
45.9042664,11.02846191,225.8862,4.0,4357009.024008665,4496754.494543632,1212139.685094347,upper,217850451.0,224837725.0
45.90426704,11.02846187,226.113,3.0,4357009.129274738,4496754.703694508,1212139.724137376,upper,217850456.0,224837735.0
45.90426443,11.02845635,226.4935,2.0,4357009.675282994,4496754.857328907,1212139.197586235,upper,217850484.0,224837743.0
45.90426565,11.02845965,226.592,2.0,4357009.598217066,4496754.969385588,1212139.5747297339,upper,217850480.0,224837748.0
45.90426974,11.02846406,225.9213,3.0,4357008.754189517,4496754.740599249,1212139.9252472245,upper,217850438.0,224837737.0
45.90426793,11.02845489,226.0626,3.0,4357009.127782169,4496754.841923744,1212138.9566356263,upper,217850456.0,224837742.0
45.90426622,11.02846009,226.6282,2.0,4357009.57172752,4496755.0315618375,1212139.6294281082,upper,217850479.0,224837752.0
45.90427276,11.02846651,225.9542,4.0,4357008.503564822,4496754.956210691,1212140.1975520453,upper,217850425.0,224837748.0
45.90427223,11.02846618,226.1044,3.0,4357008.652608035,4496755.026800673,1212140.190454731,upper,217850433.0,224837751.0
45.90427376,11.02846739,225.8438,4.0,4357008.336719445,4496754.941058511,1212140.2719797564,upper,217850417.0,224837747.0
45.90427335,11.0284665,225.9813,4.0,4357008.475916521,4496755.020331907,1212140.2016504258,upper,217850424.0,224837751.0
45.90427284,11.02846602,226.1299,3.0,4357008.624506021,4496755.093594518,1212140.1779606382,upper,217850431.0,224837755.0
45.90426995,11.02845867,226.6201,3.0,4357009.294362498,4496755.331077016,1212139.473700689,upper,217850465.0,224837767.0
45.90427237,11.02845542,226.109,4.0,4357008.803204143,4496755.204213234,1212139.0230570582,upper,217850440.0,224837760.0
45.90428191,11.02846541,226.0664,4.0,4357007.878274788,4496755.747823157,1212140.099581948,upper,217850394.0,224837787.0
45.90427956,11.02846926,226.5736,4.0,4357008.3524404485,4496755.86814246,1212140.6146251915,upper,217850418.0,224837793.0
45.90427999,11.02846954,226.6054,4.0,4357008.336289307,4496755.9190024715,1212140.6511097057,upper,217850417.0,224837796.0
45.90428171,11.02847153,226.5626,2.0,4357008.142762516,4496755.989385212,1212140.858988431,upper,217850407.0,224837799.0
45.90428467,11.02847488,226.1145,4.0,4357007.555067221,4496755.847692075,1212141.1369978988,upper,217850378.0,224837792.0
45.90428559,11.02847322,226.1104,3.0,4357007.504506011,4496755.9399902,1212140.9559774487,upper,217850375.0,224837797.0
45.90428683,11.02847656,225.9274,4.0,4357007.233014531,4496755.854526118,1212141.2836139102,upper,217850362.0,224837793.0
45.90428599,11.02846678,226.1364,3.0,4357007.585700547,4496756.086606854,1212140.261721817,upper,217850379.0,224837804.0
45.90428482,11.02847355,226.6097,4.0,4357007.901104749,4496756.228385237,1212141.0873220148,upper,217850395.0,224837811.0
45.90428771,11.02847483,226.1036,2.0,4357007.309769767,4496756.07194251,1212141.1294839645,upper,217850365.0,224837804.0
45.90428628,11.02847194,226.4712,4.0,4357007.715630057,4496756.266246722,1212140.8860200632,upper,217850386.0,224837813.0
45.90428562,11.02847297,226.6354,4.0,4357007.864412054,4496756.316151356,1212141.0292642666,upper,217850393.0,224837816.0
45.90429007,11.02847933,226.0271,4.0,4357007.006036339,4496756.129092306,1212141.6034416733,upper,217850350.0,224837806.0
45.90429079,11.02847998,225.9148,4.0,4357006.8632553145,4496756.094803774,1212141.652533418,upper,217850343.0,224837805.0
45.90429174,11.02848013,225.9648,4.0,4357006.82063791,4496756.2000118345,1212141.6783846603,upper,217850341.0,224837810.0
45.90429187,11.02848025,225.9774,4.0,4357006.817273983,4496756.216955813,1212141.6938241187,upper,217850341.0,224837811.0
45.90429207,11.028473,226.093,4.0,4357006.98729005,4496756.423834012,1212140.928762168,upper,217850349.0,224837821.0
45.90429197,11.02848041,225.9891,4.0,4357006.815060838,4496756.230376148,1212141.7134344496,upper,217850341.0,224837812.0
45.90429153,11.02847981,226.1194,4.0,4357006.947424457,4496756.2978856405,1212141.6732148489,upper,217850347.0,224837815.0
45.90429379,11.02847358,226.0103,4.0,4357006.787273616,4496756.487518906,1212140.9759159933,upper,217850339.0,224837824.0
45.90429378,11.02848119,226.1124,3.0,4357006.745735546,4496756.443078069,1212141.8217106247,upper,217850337.0,224837822.0
45.90429499,11.0284745,226.1123,4.0,4357006.749213495,4496756.636691596,1212141.0953181721,upper,217850337.0,224837832.0
45.90429608,11.02847568,226.0169,4.0,4357006.581132218,4496756.634397822,1212141.2051881147,upper,217850329.0,224837832.0
45.90429503,11.02848357,226.09,3.0,4357006.597286401,4496756.486173267,1212142.0758364073,upper,217850330.0,224837824.0
45.90429646,11.02847661,226.0739,4.0,4357006.576545713,4496756.689341173,1212141.3170676976,upper,217850329.0,224837834.0
45.90429614,11.02847937,226.3339,4.0,4357006.738601134,4496756.806340197,1212141.6664746008,upper,217850337.0,224837840.0
45.90429891,11.02847832,226.0754,3.0,4357006.360106436,4496756.850719048,1212141.5030195725,upper,217850318.0,224837843.0
45.90429907,11.02847835,226.0852,3.0,4357006.353800845,4496756.869338352,1212141.5081515613,upper,217850318.0,224837843.0
45.90429926,11.02847819,226.0888,3.0,4357006.34370388,4496756.8887560135,1212141.4914680729,upper,217850317.0,224837844.0
45.90429865,11.02848547,225.9996,4.0,4357006.223455561,4496756.668853502,1212142.2648375195,upper,217850311.0,224837833.0
45.90430083,11.02847879,225.9942,4.0,4357006.147037623,4496756.932341819,1212141.5385169762,upper,217850307.0,224837847.0
45.90430134,11.02848009,226.0759,4.0,4357006.143670297,4496757.0089592645,1212141.6952947078,upper,217850307.0,224837850.0
45.90430076,11.02848578,226.1098,3.0,4357006.128558674,4496756.902277031,1212142.319577003,upper,217850306.0,224837845.0
45.90430567,11.02848361,226.044,3.0,4357005.730217646,4496757.26224852,1212142.0713797857,upper,217850287.0,224837863.0
45.90430392,11.02849043,226.1001,4.0,4357005.805454763,4496757.065070699,1212142.8225997225,upper,217850290.0,224837853.0
45.90430513,11.02849024,225.9661,3.0,4357005.62176479,4496757.065512902,1212142.7763364771,upper,217850281.0,224837853.0
45.90430595,11.02849207,226.083,3.0,4357005.610305205,4496757.182462379,1212142.9973931448,upper,217850281.0,224837859.0
45.90430776,11.02849234,225.9805,4.0,4357005.3942664955,4496757.2437450485,1212143.0071007032,upper,217850270.0,224837862.0
45.90430719,11.02848819,226.2995,3.0,4357005.71799065,4496757.488337252,1212142.617534163,upper,217850286.0,224837874.0
45.90430712,11.02848791,226.4635,4.0,4357005.8396207895,4496757.6028755745,1212142.6185056032,upper,217850292.0,224837880.0
45.90430761,11.02849063,226.5911,4.0,4357005.848263496,4496757.688747393,1212142.9382417896,upper,217850292.0,224837884.0
45.90431353,11.02848971,226.0496,4.0,4357005.02734118,4496757.771198321,1212142.7347645161,upper,217850251.0,224837889.0
45.9043114,11.02849585,226.0972,4.0,4357005.136609407,4496757.549466176,1212143.4105267548,upper,217850257.0,224837877.0
45.90431022,11.02849289,226.6166,3.0,4357005.627560201,4496757.870851637,1212143.1885015941,upper,217850281.0,224837894.0
45.90431314,11.02849771,225.89,3.0,4357004.831140665,4496757.507457165,1212143.5728412862,upper,217850242.0,224837875.0
45.90431073,11.02849254,226.6223,3.0,4357005.596580689,4496757.918971243,1212143.1515903927,upper,217850280.0,224837896.0
45.904341,11.02843881,226.1671,3.0,4357003.7011659,4496760.716503987,1212137.2307241142,upper,217850185.0,224838036.0
45.90431429,11.028496,226.5421,3.0,4357005.211454245,4496758.080570863,1212143.5119212677,upper,217850261.0,224837904.0
45.90431563,11.02849267,226.6201,4.0,4357005.208595958,4496758.288060804,1212143.1652844173,upper,217850260.0,224837914.0
45.90431792,11.0284958,226.0986,4.0,4357004.62659122,4496758.047020336,1212143.4053657718,upper,217850231.0,224837902.0
45.90431931,11.02850182,225.8764,3.0,4357004.277089987,4496757.904600779,1212144.0164868836,upper,217850214.0,224837895.0
45.90431739,11.02849823,226.5533,4.0,4357004.942968877,4496758.290312291,1212143.7561882387,upper,217850247.0,224837915.0
45.90432241,11.028496,226.0192,3.0,4357004.217025658,4496758.329448438,1212143.4118919708,upper,217850211.0,224837916.0
45.90431756,11.02849826,226.5595,4.0,4357004.93341962,4496758.307154337,1212143.7606315606,upper,217850247.0,224837915.0
45.90435449,11.02844278,226.1742,4.0,4357002.588817284,4496761.687009578,1212137.6631290251,upper,217850129.0,224838084.0
45.90435461,11.02844655,225.9891,3.0,4357002.3974612225,4496761.508360786,1212138.037051577,upper,217850120.0,224838075.0
45.90432049,11.02850045,226.5567,4.0,4357004.669303283,4496758.494707327,1212143.9978773298,upper,217850233.0,224837925.0
45.90432619,11.02849847,226.0209,4.0,4357003.885149077,4496758.580555691,1212143.6803998316,upper,217850194.0,224837929.0
45.90432386,11.02850478,225.9076,4.0,4357003.897714731,4496758.227610205,1212144.3438402293,upper,217850195.0,224837911.0
45.90432514,11.02850529,225.9533,4.0,4357003.820959818,4496758.34941055,1212144.407956262,upper,217850191.0,224837917.0
45.90432447,11.02849947,226.6077,4.0,4357004.406203981,4496758.8482069345,1212143.9012290267,upper,217850220.0,224837942.0
45.90432596,11.02850632,226.0117,4.0,4357003.781324318,4496758.437280377,1212144.5309612765,upper,217850189.0,224837922.0
45.90432596,11.0285068,226.0367,4.0,4357003.791331443,4496758.4476084905,1212144.5878601763,upper,217850190.0,224837922.0
45.90436799,11.02845843,226.5111,12.0,4357001.528950781,4496762.713251163,1212139.4267911266,upper,217850076.0,224838136.0
45.90438054,11.02845595,225.9969,3.0,4357000.229301007,4496763.342825086,1212139.0591579955,upper,217850011.0,224838167.0
45.90433482,11.02850895,226.6106,3.0,4357003.4562888155,4496759.493235415,1212144.9310840936,upper,217850173.0,224837975.0
45.90440639,11.02848731,226.3839,10.0,4356998.003052148,4496765.104773483,1212142.5381327684,upper,217849900.0,224838255.0
45.90439559,11.02851963,226.3499,30.0,4356998.351534562,4496763.76834934,1212146.0408042555,upper,217849918.0,224838188.0
45.90439538,11.02852132,226.4029,30.0,4356998.379329943,4496763.764056919,1212146.2344364207,upper,217849919.0,224838188.0
45.90428966,11.02870648,226.3929,4.0,4357003.94321701,4496752.903646114,1212166.336444134,upper,217850197.0,224837645.0
45.90428942,11.02870646,226.3783,4.0,4357003.952375563,4496752.875407739,1212166.3314796241,upper,217850198.0,224837644.0
45.90428546,11.02870383,226.4531,4.0,4357004.352985583,4496752.666970833,1212166.0602342903,upper,217850218.0,224837633.0
45.90428578,11.02870487,226.1521,4.0,4357004.106971276,4496752.463320006,1212166.1155717038,upper,217850205.0,224837623.0
45.90428462,11.02870284,226.1009,4.0,4357004.192934291,4496752.36986861,1212165.8853680268,upper,217850210.0,224837618.0
45.90428219,11.02869837,225.6818,4.0,4357004.163222335,4496751.957585546,1212165.3198596444,upper,217850208.0,224837598.0
45.90427564,11.02869617,226.4347,5.0,4357005.223919178,4496752.02366197,1212165.2250229046,upper,217850261.0,224837601.0
45.90427543,11.02869603,226.4211,5.0,4357005.233173286,4496752.0002335515,1212165.207220589,upper,217850262.0,224837600.0
45.90427747,11.02869493,225.6875,4.0,4357004.588211182,4496751.654955622,1212164.9474489754,upper,217850229.0,224837583.0
45.90425789,11.02868149,225.7179,4.0,4357006.3435831135,4496750.391698595,1212163.4940044233,upper,217850317.0,224837520.0
45.90425227,11.02867844,226.1255,4.0,4357007.107964603,4496750.298006661,1212163.2408219262,upper,217850355.0,224837515.0
45.9042491,11.02867684,226.4325,4.0,4357007.590000108,4496750.297671745,1212163.125829656,upper,217850380.0,224837515.0
45.90424912,11.02867612,226.4267,4.0,4357007.59507127,4496750.306046443,1212163.0465454548,upper,217850380.0,224837515.0
45.9042488,11.02867555,226.124,3.0,4357007.421832774,4496750.076997438,1212162.9267505943,upper,217850371.0,224837504.0
45.90423879,11.02866943,226.4403,3.0,4357008.513603274,4496749.631769687,1212162.32277425,upper,217850426.0,224837482.0
45.90423856,11.02866786,226.1188,4.0,4357008.335186061,4496749.4115099395,1212162.0908070665,upper,217850417.0,224837471.0
45.90423526,11.02866483,226.4034,4.0,4357008.833182248,4496749.407231702,1212161.8162660473,upper,217850442.0,224837470.0
45.90423507,11.02866645,226.134,5.0,4357008.640236507,4496749.178259257,1212161.940622789,upper,217850432.0,224837459.0
45.90423156,11.02866238,226.3837,4.0,4357009.146191523,4496749.149215755,1212161.546486432,upper,217850457.0,224837457.0
45.9042315,11.02866227,226.1043,5.0,4357008.961687766,4496748.949371845,1212161.4810938518,upper,217850448.0,224837447.0
45.90423341,11.02866162,225.6653,4.0,4357008.521515921,4496748.7950373385,1212161.3265387977,upper,217850426.0,224837440.0
45.90422822,11.0286597,226.1203,4.0,4357009.267884556,4496748.750283574,1212161.2051145474,upper,217850463.0,224837438.0
45.90422373,11.028657,226.3493,3.0,4357009.816440938,4496748.611304215,1212160.9557672576,upper,217850491.0,224837431.0
45.90422077,11.02865667,226.1673,3.0,4357009.929302637,4496748.262934347,1212160.885120615,upper,217850496.0,224837413.0
45.90422279,11.02865564,225.695,3.0,4357009.463349065,4496748.099266235,1212160.6829364675,upper,217850473.0,224837405.0
45.90421691,11.02865279,226.1454,3.0,4357010.274423744,4496748.012933021,1212160.4596565806,upper,217850514.0,224837401.0
45.9042169,11.02865187,226.124,4.0,4357010.274139516,4496748.011069234,1212160.3556729173,upper,217850514.0,224837401.0
45.90421945,11.02865127,225.6838,4.0,4357009.782182572,4496747.903797311,1212160.2063171742,upper,217850489.0,224837395.0
45.9042102,11.02864844,225.9695,4.0,4357010.744959097,4496747.444791867,1212159.9537016924,upper,217850537.0,224837372.0
45.90421032,11.0286483,225.6774,4.0,4357010.538095859,4496747.250139491,1212159.882622395,upper,217850527.0,224837363.0
45.90421166,11.02864524,225.671,4.0,4357010.473616878,4496747.394031936,1212159.5491557796,upper,217850524.0,224837370.0
45.90420722,11.0286439,225.7048,2.0,4357010.864899252,4496747.100586657,1212159.410129985,upper,217850543.0,224837355.0
45.90419979,11.0286385,226.1157,8.0,4357011.808193377,4496746.907294449,1212158.9024250517,upper,217850590.0,224837345.0
45.90419821,11.02863696,225.7045,3.0,4357011.674020374,4496746.52068837,1212158.6565557334,upper,217850584.0,224837326.0
45.90419868,11.02863633,225.7024,3.0,4357011.644975991,4496746.5645233095,1212158.5877511757,upper,217850582.0,224837328.0
45.90419862,11.02863502,225.6678,4.0,4357011.645343057,4496746.55547949,1212158.4388977578,upper,217850582.0,224837328.0
45.90418884,11.02863262,225.8296,4.0,4357012.558758706,4496745.962296407,1212158.2092678165,upper,217850628.0,224837298.0
45.90426373,11.02845903,225.9527,4.0,4357009.321387039,4496754.382151019,1212139.385116731,upper,217850466.0,224837719.0
45.90427439,11.02846835,226.0884,3.0,4357008.440202776,4496755.146799057,1212140.4230038738,upper,217850422.0,224837757.0
45.90427582,11.02846892,225.9563,2.0,4357008.229353129,4496755.153760385,1212140.4596218888,upper,217850411.0,224837758.0
45.90427545,11.02846804,226.1364,2.0,4357008.394359778,4496755.265952963,1212140.39852756,upper,217850420.0,224837763.0
45.90427797,11.02847072,225.8718,3.0,4357007.976394917,4496755.230334652,1212140.6388940825,upper,217850399.0,224837762.0
45.90427503,11.02846321,226.3027,6.0,4357008.61202918,4496755.424645168,1212139.9059181693,upper,217850431.0,224837771.0
45.90427917,11.02847083,225.9409,4.0,4357007.9277912,4496755.368625536,1212140.664056046,upper,217850396.0,224837768.0
45.90427614,11.02846704,226.5898,4.0,4357008.664607414,4496755.653229316,1212140.3766854915,upper,217850433.0,224837783.0
45.90427991,11.02847118,225.9793,3.0,4357007.890787373,4496755.446647848,1212140.7094034352,upper,217850395.0,224837772.0
45.90428151,11.02847331,225.8882,4.0,4357007.671627768,4496755.471730238,1212140.9232431394,upper,217850384.0,224837774.0
45.90428191,11.02847343,225.9131,4.0,4357007.655474383,4496755.517876591,1212140.9410355473,upper,217850383.0,224837776.0
45.90428333,11.02847358,225.989,4.0,4357007.593659808,4496755.677082705,1212140.9718413716,upper,217850380.0,224837784.0
45.90428428,11.02847537,226.0672,4.0,4357007.546154083,4496755.777245651,1212141.181151791,upper,217850377.0,224837789.0
45.90428341,11.02846619,226.117,3.0,4357007.783624641,4496755.885704102,1212140.1939508289,upper,217850389.0,224837794.0
45.90428724,11.02847745,226.0612,3.0,4357007.279117562,4496755.966496177,1212141.4058420528,upper,217850364.0,224837798.0
45.90428816,11.0284781,225.9281,4.0,4357007.106433327,4496755.93275424,1212141.4509548263,upper,217850355.0,224837797.0
45.90428604,11.02847345,226.5386,2.0,4357007.758265875,4496756.272559348,1212141.0628632132,upper,217850388.0,224837814.0
45.90428949,11.02847837,226.0042,4.0,4357007.050051811,4496756.083433667,1212141.4948280333,upper,217850353.0,224837804.0
45.90428725,11.02847601,226.6228,2.0,4357007.683114222,4496756.385021261,1212141.356924944,upper,217850384.0,224837819.0
45.90428937,11.02847115,226.0854,3.0,4357007.221245264,4496756.241272718,1212140.726442742,upper,217850361.0,224837812.0
45.90429146,11.02847997,225.9568,3.0,4357006.839505157,4496756.175511746,1212141.6594821282,upper,217850342.0,224837809.0
45.90428972,11.02847122,226.1071,3.0,4357007.207566662,4496756.282121004,1212140.7381942002,upper,217850360.0,224837814.0
45.90428953,11.0284773,226.5659,2.0,4357007.446313972,4496756.498687545,1212141.486103182,upper,217850372.0,224837825.0
45.9042943,11.02848235,225.977,4.0,4357006.595363871,4496756.3695464805,1212141.921757156,upper,217850330.0,224837818.0
45.90429378,11.028482,226.1278,3.0,4357006.744326532,4496756.441623861,1212141.9126031424,upper,217850337.0,224837822.0
45.90429122,11.02847416,226.6313,2.0,4357007.4045828935,4496756.721023418,1212141.1576853814,upper,217850370.0,224837836.0
45.90429663,11.02847936,225.6472,4.0,4357006.231270037,4496756.359688438,1212141.5340252614,upper,217850312.0,224837818.0
45.90429682,11.02848246,226.1245,3.0,4357006.496710105,4496756.663480928,1212141.9619168136,upper,217850325.0,224837833.0
45.90429638,11.02847965,226.415,4.0,4357006.771034081,4496756.877504143,1212141.7123900559,upper,217850339.0,224837844.0
45.90429687,11.02847995,226.4497,4.0,4357006.751860149,4496756.9346670965,1212141.7516008546,upper,217850338.0,224837847.0
45.90429821,11.02848352,226.583,4.0,4357006.68516897,4496757.076276658,1212142.164717014,upper,217850334.0,224837854.0
45.90430109,11.0284798,226.1133,4.0,4357006.193105878,4496757.020719324,1212141.6709621777,upper,217850310.0,224837851.0
45.90429881,11.02848381,226.6243,4.0,4357006.662016986,4496757.146608879,1212142.2041046156,upper,217850333.0,224837857.0
45.90430446,11.02848947,226.0011,4.0,4357005.709592158,4496757.050937414,1212142.6994283735,upper,217850285.0,224837853.0
45.90430543,11.02849101,226.0974,4.0,4357005.676560415,4496757.169179505,1212142.8850572875,upper,217850284.0,224837858.0
45.90430321,11.02848776,226.5912,4.0,4357006.235919065,4496757.3978404505,1212142.6266478377,upper,217850312.0,224837870.0
45.90430347,11.02848806,226.6135,4.0,4357006.2263269685,4496757.428772303,1212142.663486558,upper,217850311.0,224837871.0
45.90430696,11.02848737,226.2563,4.0,4357005.718610445,4496757.4528566515,1212142.5202378256,upper,217850286.0,224837873.0
45.90430803,11.02849288,226.1227,3.0,4357005.462248173,4496757.356309315,1212143.0929341817,upper,217850273.0,224837868.0
45.9043067,11.02848736,226.4236,4.0,4357005.853430544,4496757.55116951,1212142.5511560596,upper,217850293.0,224837878.0
45.90430635,11.02848934,226.6306,4.0,4357005.99312657,4496757.640380669,1212142.8057350016,upper,217850300.0,224837882.0
45.90431465,11.0284186,225.7997,5.0,4357005.815855662,4496758.760894824,1212134.9661210305,upper,217850291.0,224837938.0
45.9043153,11.02841879,225.8344,9.0,4357005.785744172,4496758.831896569,1212134.9933884365,upper,217850289.0,224837942.0
45.90430802,11.02849074,226.5808,4.0,4357005.807430629,4496757.710993128,1212142.948214788,upper,217850290.0,224837886.0
45.90430891,11.02849071,226.6331,3.0,4357005.773743616,4496757.815995374,1212142.9549623462,upper,217850289.0,224837891.0
45.90431795,11.02842164,226.0551,2.0,4357005.68653709,4496759.14567592,1212135.34504904,upper,217850284.0,224837957.0
45.90431261,11.02849584,225.9504,4.0,4357004.9415264195,4496757.538149901,1212143.3813585688,upper,217850247.0,224837877.0
45.9043133,11.02849715,226.0312,4.0,4357004.923270109,4496757.627668847,1212143.5390499074,upper,217850246.0,224837881.0
45.90431119,11.02849241,226.6299,3.0,4357005.567583527,4496757.96128455,1212143.1389293727,upper,217850278.0,224837898.0
45.90431374,11.02849775,226.0791,4.0,4357004.912618485,4496757.6857752325,1212143.613358628,upper,217850246.0,224837884.0
45.9043193,11.0284229,226.7815,3.0,4357006.058168053,4496759.741237586,1212135.6208121662,upper,217850303.0,224837987.0
45.90432377,11.02842534,226.7742,7.0,4357005.666432837,4496760.038927306,1212135.8843411785,upper,217850283.0,224838002.0
45.90432447,11.0284261,226.8315,7.0,4357005.639439873,4496760.120999865,1212135.977820208,upper,217850282.0,224838006.0
45.90432667,11.02842816,226.6926,12.0,4357005.341573346,4496760.159077532,1212136.174915778,upper,217850267.0,224838008.0
45.90432004,11.02849414,226.0692,3.0,4357004.464570031,4496758.212737,1212143.2195055152,upper,217850223.0,224837911.0
45.90432825,11.02842902,226.7967,16.0,4357005.276007353,4496760.339539207,1212136.2882050641,upper,217850264.0,224838017.0
45.90432113,11.02850262,225.9426,3.0,4357004.167685505,4496758.0775084365,1212144.1160115397,upper,217850208.0,224837904.0
45.90433425,11.02843344,226.6192,21.0,4357004.618789198,4496760.603508836,1212136.7341559737,upper,217850231.0,224838030.0
45.90433473,11.02843376,226.6547,22.0,4357004.600651983,4496760.660171351,1212136.775691308,upper,217850230.0,224838033.0
45.90434048,11.02843682,225.7931,64.0,4357003.515835212,4496760.443565265,1212136.9431131107,upper,217850176.0,224838022.0
45.90433601,11.02843462,226.7419,27.0,4357004.547088117,4496760.8059067065,1212136.885747697,upper,217850227.0,224838040.0
45.90432451,11.02850602,225.8884,3.0,4357003.815327721,4496758.244659629,1212144.4748015215,upper,217850191.0,224837912.0
45.90432641,11.02850762,225.8634,4.0,4357003.625574171,4496758.347204532,1212144.643740636,upper,217850181.0,224837917.0
45.9043236,11.02850289,226.5733,3.0,4357004.400629014,4496758.705824231,1212144.26597826,upper,217850220.0,224837935.0
45.90432659,11.02850677,226.0076,3.0,4357003.722453237,4496758.475459128,1212144.579036144,upper,217850186.0,224837924.0
45.90432658,11.02850705,226.0216,3.0,4357003.728677137,4496758.480312218,1212144.612115579,upper,217850186.0,224837924.0
45.90432729,11.02850769,225.9039,4.0,4357003.583139965,4496758.441608563,1212144.659088498,upper,217850179.0,224837922.0
45.90432787,11.02850778,225.9228,4.0,4357003.549203267,4496758.497669252,1212144.6724758556,upper,217850177.0,224837925.0
45.90432786,11.02850794,226.1102,3.0,4357003.675627687,4496758.6265784055,1212144.725697141,upper,217850184.0,224837931.0
45.90433456,11.02850549,226.0441,4.0,4357003.140719699,4496759.126712411,1212144.4470412547,upper,217850157.0,224837956.0
45.90433459,11.02850573,226.057,4.0,4357003.143641966,4496759.134439756,1212144.475567224,upper,217850157.0,224837957.0
45.90433475,11.02850578,226.0654,4.0,4357003.136085653,4496759.151768222,1212144.4826029202,upper,217850157.0,224837958.0
